1282126422119718920,@abc7breaking I guess #WuhanVirus #Kungfluvirus isn’t a big deal in El Paso!,WuhanVirus Kungfluvirus,en,Sun Jul 12 01:35:34 +0000 2020,3250276110,American for Freedom!,,,,"East El Paso, TX"
1282143746746978304,"#LocalPropaganda

LA gives initial OK for reboot of marijuana marketplace (AP)
https://t.co/gxOqnkmJC3
24 Jun 2020

#QUOTE .. initial approval to changes large and small to expand licensing and get more ..

#CoronaVirus #COVID19 #CCPVirus

qt-covid19-news-530 by #BorderObserver",LocalPropaganda QUOTE CoronaVirus COVID19 CCPVirus BorderObserver,en,Sun Jul 12 02:44:24 +0000 2020,865823924805914624,CoVid19 automatic statistics,,,,United States
1282145870352269313,"@pewglobal Do the survey now after #ChineseVirus #WuhanVirus #CCPVirus and after #IndiaChinaStandoff #GalwanValleyClash 

I will be surprised if #China can get double digit approval ratings from even one of those countries",ChineseVirus WuhanVirus CCPVirus IndiaChinaStandoff GalwanValleyClash China,en,Sun Jul 12 02:52:51 +0000 2020,378016027,Giridhar Mamidi,,,,India
1282146566677991424,"Which makes us all in The West, a communist target from external and internal interference.

*Have a grouse Sunday.

#ChinaLiedPeopleDied #Dystopian #Propaganda #COVID19(84) #ALP #MarxistLeninist #Gaslighting #Terrorists #Traitors #Freedom #Democracy #OurWayOfLife",ChinaLiedPeopleDied Dystopian Propaganda COVID19 ALP MarxistLeninist Gaslighting Terrorists Traitors Freedom Democracy OurWayOfLife,en,Sun Jul 12 02:55:37 +0000 2020,875180831425220608,Former Australian Senator #ForAustralia 👊⚔️🇦🇺,,,,Australia
1282147073408864256,"Sad to report that #southcarolina suffered its first child death from #COVID today. Also, another record # for new cases, 2,239—demolishing the previous high (1,897 on July 2nd) #COVID19 #coronavirususa #coronavirus https://t.co/C9zCMHZO3H https://t.co/JW1va7cWr1",southcarolina COVID COVID19 coronavirususa coronavirus,en,Sun Jul 12 02:57:38 +0000 2020,1139556868618145792,"McLeod Frampton Gwynette, MD",,,,"Charleston, SC"
1282148973172502531,"@lovepurple7678 拜登集會沒人感染
保守黨集會 共和黨人感染，特魯茲都自我隔離了一段時間

#CCPVirus 

冠狀病毒不會傳播的地方：

- 同性戀遊行
- Antifa暴動
- 推到雕塑的人群
- Floyd的葬禮
- 黑命貴遊行

冠狀病毒傳播的地方：

- 川普競選造勢會
- 教堂
- 投票站

https://t.co/0T2tMfFxDB",CCPVirus,zh,Sun Jul 12 03:05:11 +0000 2020,1268864877587660800,꧁༺ༀ༂❀𝔀æ𝓵𝓬𝔂𝓻𝓲𝓮❀༂ༀ༻꧂,,,,Universe
1282150189306970114,"RT @fkshitdtasshole: @lovepurple7678 拜登集會沒人感染
保守黨集會 共和黨人感染，特魯茲都自我隔離了一段時間

#CCPVirus 

冠狀病毒不會傳播的地方：

- 同性戀遊行
- Antifa暴動
- 推到雕塑的人群
- Floyd的葬禮…",CCPVirus,zh,Sun Jul 12 03:10:00 +0000 2020,885219482293215232,无尽寒冬灭新生（Endless Winter destroy new life）,,,,怕死不敢说
1282150667142852608,"#ChinaVirus 
#ChinaLiedPeopleDied https://t.co/I4Ldqdz3BN",ChinaVirus ChinaLiedPeopleDied,und,Sun Jul 12 03:11:54 +0000 2020,34298880,Patricia Rivero,,,,"San Diego, CA"
1282151536668401665,"RT @well_allan: May God bless Dr. Li-Meng Yan, a scientist from #HongKong dealing with #CoronaVirus / #CCPVirus since last December. 

EXCL…",HongKong CoronaVirus CCPVirus,en,Sun Jul 12 03:15:22 +0000 2020,3167581929,Stormy⭐️⭐️⭐️ (parlerDebramathis976),,,,"Kentucky, USA"
1282152244939374592,"@ANI In #India, we hv faith in LEA.
M'tym let d t00thless @UN investigative d mayhem caused by #CoronavirusPandemic. Can dey 👉 at culprit or d cntry just gonna escape being P5?
If #UN #WHO failed to name d cntry, time to consider need fr der existence.
#China #CCPVirus #CCP #COVID19",India CoronavirusPandemic UN WHO China CCPVirus CCP COVID19,en,Sun Jul 12 03:18:11 +0000 2020,1591140542,Ajay Kumar,,,,"Surat/Pipavav/Bihar, India"
1282152267412647936,We have to do better with the way we do this whole health thing. Wash hands wear mask this COVID 19 ain’t playing. We have to learn to fight. #COVID19 #coronavirususa,COVID19 coronavirususa,en,Sun Jul 12 03:18:16 +0000 2020,1154896132356608000,Heavenly Visions Media Productions,,,,"Georgia, USA"
1282152439588610048,"RT Pl
BigSalute @adgpi
#WeCanWeWill
#WeDidatGalwan
#BoycottChina
#SackChinafrmUN
#ReMoveChinafrmWTO
#BoycottMadeInChina
#चीनी_बंद
@TarekFatah
@majorgauravarya @MajorPoonia @GeneralBakshi
@TajinderBagga
@KapilMishra_IND
@shalabhmani
@VnsAnuTi
@akhilmishra913
@ajaykghosh
@rmsinghir https://t.co/9WUiQXVgHp",WeCanWeWill WeDidatGalwan BoycottChina SackChinafrmUN ReMoveChinafrmWTO BoycottMadeInChina चीनी_बंद,en,Sun Jul 12 03:18:57 +0000 2020,1574538834,"DK Pandey Gorakhpur, CPM Kota RVNL",,,,"Kota, India"
1282153057120219136,"RT @well_allan: May God bless Dr. Li-Meng Yan, a scientist from #HongKong dealing with #CoronaVirus / #CCPVirus since last December. 

EXCL…",HongKong CoronaVirus CCPVirus,en,Sun Jul 12 03:21:24 +0000 2020,1001471625710260224,Truth Warrior,,,,"Florida, USA"
1282153810970976256,"#Propaganda NOT A STUDY, but a computer model

#Coronavirus face masks save lives, Japanese study says
https://t.co/vAGzmbeWP4
25 Jun 2020

... created a computer model to see how various factors affected death rates ...

#COVID19 #CCPVirus

qt-covid19-news-531 #BorderObserver",Propaganda Coronavirus COVID19 CCPVirus BorderObserver,en,Sun Jul 12 03:24:24 +0000 2020,865823924805914624,CoVid19 automatic statistics,,,,United States
1282154996994211841,"#coronavirus #COVID19 #CCP_is_terrorist #ChinaLiedAndPeopleDied #ChineseVirus #StandWithHongkong #FightForFreedom #HongKong
#HongKongPoliceTerrorism #china #ChinaMustPay #usa #England #uk #taiwan
#ccp_is_evil_govrnment
#indian #india #canada #australia #france #NewZealand #sweden https://t.co/DGEIHRUZcI",coronavirus COVID19 CCP_is_terrorist ChinaLiedAndPeopleDied ChineseVirus StandWithHongkong FightForFreedom HongKong HongKongPoliceTerrorism china ChinaMustPay usa England uk taiwan ccp_is_evil_govrnment indian india canada australia france NewZealand sweden,und,Sun Jul 12 03:29:07 +0000 2020,1177029499176677376,Alice ko,,,,Yau Tsim Mong District
1282155070700662784,"#coronavirus #COVID19 #CCP_is_terrorist #ChinaLiedAndPeopleDied #ChineseVirus #StandWithHongkong #FightForFreedom #HongKong
#HongKongPoliceTerrorism #china #ChinaMustPay #usa #England #uk #taiwan
#ccp_is_evil_govrnment
#indian #india #canada #australia #france #NewZealand #sweden https://t.co/shTBX9qXHY",coronavirus COVID19 CCP_is_terrorist ChinaLiedAndPeopleDied ChineseVirus StandWithHongkong FightForFreedom HongKong HongKongPoliceTerrorism china ChinaMustPay usa England uk taiwan ccp_is_evil_govrnment indian india canada australia france NewZealand sweden,und,Sun Jul 12 03:29:24 +0000 2020,1177029499176677376,Alice ko,,,,Yau Tsim Mong District
1282155517910175744,"RT @jenniferatntd: #CCPVirus could bring multiple brain damages. 
https://t.co/oi1uGl776S",CCPVirus,en,Sun Jul 12 03:31:11 +0000 2020,246983237,Scott,,,,KY & Southern California
1282156284180000768,RT @buzzindelhi: #ChinaLiedPeopleDied,ChinaLiedPeopleDied,und,Sun Jul 12 03:34:14 +0000 2020,155630698,Anant Yalagi,,,,Bangalore
1282156331386966016,"ABSURD headline &amp; story

Australia sees first coronavirus death in over a month amid second wave fears
https://t.co/brhDUbkxi4
24 Jun 2020

#QUOTE A man in his 80s died of the virus overnight ..

#CoronaVirus #WuhanVirus #COVID19 #CCPVirus

qt-covid19-news-532 #BorderObserver",QUOTE CoronaVirus WuhanVirus COVID19 CCPVirus BorderObserver,en,Sun Jul 12 03:34:25 +0000 2020,865823924805914624,CoVid19 automatic statistics,,,,United States
1282156395782000640,"हॉन्ग कॉन्ग के वायरोलॉजिस्ट, जो अमेरिका भाग गए, उन्होंने चीन पर COVID खतरे को कवर करने का आरोप लगाया ।
#China #coronavirus. #COVID19 #COVID__19 #ChinaLiedPeopleDied 
https://t.co/FqD3SWDBw7",China coronavirus COVID19 COVID__19 ChinaLiedPeopleDied,hi,Sun Jul 12 03:34:40 +0000 2020,1279073578655248387,News Gyani,,,,India
1282156982934343681,"1135: TSA announced over 1000 workers confirmed with #Covid19 in US airports, of 900 are frontline custom security officers. #712HK #pandemic #WuhanCoronavirus #ChinaLiedPeopleDied  https://t.co/3drRfaEwPH",Covid19 712HK pandemic WuhanCoronavirus ChinaLiedPeopleDied,en,Sun Jul 12 03:37:00 +0000 2020,920778296,The 852 Spirit,,,,Worldwide
1282157158755229696,"#coronavirus #COVID19 #CCP #ChinaLiedAndPeopleDied #ChineseVirus
#china #ChinaMustPay #usa #india #indian #uk #taiwan
#ccp_is_evil_govrnment
#ICantBreath
#icantbreathe #allpeoplelivesmatterinccp https://t.co/Y1q6IZCRHL",coronavirus COVID19 CCP ChinaLiedAndPeopleDied ChineseVirus china ChinaMustPay usa india indian uk taiwan ccp_is_evil_govrnment ICantBreath icantbreathe allpeoplelivesmatterinccp,und,Sun Jul 12 03:37:42 +0000 2020,1177029499176677376,Alice ko,,,,Yau Tsim Mong District
1282157253995278337,"@majorgauravarya @UN @MEAIndia निश्चित रूप से चीन की संयुक्त राष्ट्र सुरक्षा परिषद की स्थाई सदस्यता रद्द कर देनी चाहिए! 
@UN विचार करेंगे! 🙏

#ChinaLiedPeopleDied #WuhanVirus #COVID__19",ChinaLiedPeopleDied WuhanVirus COVID__19,hi,Sun Jul 12 03:38:05 +0000 2020,1161930318594445312,Apoorva Kumar,,,,"Daltonganj, India"
1282158154050990080,"#coronavirus #COVID19 #CCP_is_terrorist #ChinaLiedAndPeopleDied #ChineseVirus #StandWithHongkong #FightForFreedom #HongKong
#HongKongPoliceTerrorism #china #ChinaMustPay #usa #England #uk #taiwan
#ccp_is_evil_govrnment
#indian #india #canada #australia #france #NewZealand #sweden https://t.co/hZvZajLMfD",coronavirus COVID19 CCP_is_terrorist ChinaLiedAndPeopleDied ChineseVirus StandWithHongkong FightForFreedom HongKong HongKongPoliceTerrorism china ChinaMustPay usa England uk taiwan ccp_is_evil_govrnment indian india canada australia france NewZealand sweden,und,Sun Jul 12 03:41:39 +0000 2020,1177029499176677376,Alice ko,,,,Yau Tsim Mong District
1282158688275292160,#ChinaLiedPeopleDied https://t.co/wY5XbiBSP8,ChinaLiedPeopleDied,und,Sun Jul 12 03:43:47 +0000 2020,236917190,TheDoctor 🇲🇾,,,,Taiping - Cyberjaya
1282159518525165569,"#coronavirus #COVID19 #CCP_is_terrorist #ChinaLiedAndPeopleDied #ChineseVirus #StandWithHongkong #FightForFreedom #HongKong
#HongKongPoliceTerrorism #china #ChinaMustPay #usa #England #uk #taiwan
#ccp_is_evil_govrnment
#indian #india #canada #australia #france #NewZealand #sweden https://t.co/cN5WoIESGz",coronavirus COVID19 CCP_is_terrorist ChinaLiedAndPeopleDied ChineseVirus StandWithHongkong FightForFreedom HongKong HongKongPoliceTerrorism china ChinaMustPay usa England uk taiwan ccp_is_evil_govrnment indian india canada australia france NewZealand sweden,und,Sun Jul 12 03:47:05 +0000 2020,1177029499176677376,Alice ko,,,,Yau Tsim Mong District
1282160585551908869,"#coronavirus #COVID19 #CCP_is_terrorist #ChinaLiedAndPeopleDied #ChineseVirus #StandWithHongkong #FightForFreedom #HongKong
#HongKongPoliceTerrorism #china #ChinaMustPay #usa #England #uk #taiwan
#ccp_is_evil_govrnment
#indian #india #canada #australia #france #NewZealand #sweden https://t.co/kDp2U3tvTf",coronavirus COVID19 CCP_is_terrorist ChinaLiedAndPeopleDied ChineseVirus StandWithHongkong FightForFreedom HongKong HongKongPoliceTerrorism china ChinaMustPay usa England uk taiwan ccp_is_evil_govrnment indian india canada australia france NewZealand sweden,und,Sun Jul 12 03:51:19 +0000 2020,1177029499176677376,Alice ko,,,,Yau Tsim Mong District
1282160970874253312,"#coronavirus #COVID19 #CCP_is_terrorist #ChinaLiedAndPeopleDied #ChineseVirus #StandWithHongkong #FightForFreedom #HongKong
#HongKongPoliceTerrorism #china #ChinaMustPay #usa #England #uk #taiwan
#ccp_is_evil_govrnment
#indian #india #canada #australia #france #NewZealand #sweden https://t.co/2s67MCpLJA",coronavirus COVID19 CCP_is_terrorist ChinaLiedAndPeopleDied ChineseVirus StandWithHongkong FightForFreedom HongKong HongKongPoliceTerrorism china ChinaMustPay usa England uk taiwan ccp_is_evil_govrnment indian india canada australia france NewZealand sweden,und,Sun Jul 12 03:52:51 +0000 2020,1177029499176677376,Alice ko,,,,Yau Tsim Mong District
1282162743240462336,"Pathogenesis and transmission of SARS-CoV-2 in golden hamsters | Nature.  
I find Li-Meng Yan's name in this essay which was published by The University of Hong Kong about the transmission ways of #CCPVirus #CCPChina #WuhanVirus #COVID19  https://t.co/qhbs5i13i3",CCPVirus CCPChina WuhanVirus COVID19,en,Sun Jul 12 03:59:54 +0000 2020,783261365339234304,小草,,,,"Chicago, IL"
1282283618925260801,"@newscomauHQ #pandemic #ChinaLiedPeopleDied 

#CCPChina lied and covered up the true info after #Coronavirus outbreak. The world needs to hold CCP accountable! 

Chinese virologist accuses Beijing of coronavirus cover-up and China knew about the coronavirus well before
https://t.co/h5dUBfIGeH",pandemic ChinaLiedPeopleDied CCPChina Coronavirus,en,Sun Jul 12 12:00:13 +0000 2020,1243468944293236742,Lucy Zhao,,,,"Sydney, Australia"
1282283884152053768,"@7NewsAustralia #pandemic #ChinaLiedPeopleDied 

#CCPChina lied and covered up the true info after #Coronavirus outbreak. The world needs to hold CCP accountable! 

Chinese virologist accuses Beijing of coronavirus cover-up and China knew about coronavirus well before

https://t.co/h5dUBfIGeH",pandemic ChinaLiedPeopleDied CCPChina Coronavirus,en,Sun Jul 12 12:01:16 +0000 2020,1243468944293236742,Lucy Zhao,,,,"Sydney, Australia"
1282284188331319296,#CDC #Kungfluvirus #covid19Hoax https://t.co/115QFN0FG2,CDC Kungfluvirus covid19Hoax,und,Sun Jul 12 12:02:28 +0000 2020,85673348,"Liberty Mom, ""DRAIN the SWAMP!""",,,,"Boston, MA"
1282284243381436417,"@smh #pandemic #ChinaLiedPeopleDied 

#CCPChina lied and covered up the true info after #Coronavirus outbreak. The world needs to hold CCP accountable! 

Chinese virologist accuses Beijing of coronavirus cover-up and China knew about coronavirus well before

https://t.co/h5dUBfr4Q7",pandemic ChinaLiedPeopleDied CCPChina Coronavirus,en,Sun Jul 12 12:02:41 +0000 2020,1243468944293236742,Lucy Zhao,,,,"Sydney, Australia"
1282285065989509128,@jsolomonReports Dems are trying to create havoc before the election over just the #Kungflu.  It’s only the #Kungflu.,Kungflu Kungflu,en,Sun Jul 12 12:05:58 +0000 2020,14052001,Red Pill Analytics,,,,"TX, USA"
1282286150728642562,"RT @LucyZha94759559: @smh #pandemic #ChinaLiedPeopleDied 

#CCPChina lied and covered up the true info after #Coronavirus outbreak. The wor…",pandemic ChinaLiedPeopleDied CCPChina Coronavirus,en,Sun Jul 12 12:10:16 +0000 2020,891547629187874816,William Gew,,,,"Sydney, New South Wales"
1282287460647485440,RT @CanadaHimalaya: 📢🇬🇧邮报独家专访 #班农 先生： “联邦调查局正就 #中共病毒 泄露事件向英雄科学家求证......因为她打破了沉默” #中共病毒 #CCPVirus #COVID19 @MoS_Politics https://t.co/lUqyQq…,班农 中共病毒 中共病毒 CCPVirus COVID19,zh,Sun Jul 12 12:15:29 +0000 2020,1165796436719521792,🇯🇵COCO&冠軍小妹🇯🇵,,,,國際宇宙ステーション
1282287879226626048,Make This GO Viral!! Doctor Jensen Being Investigated By United State Bo... https://t.co/2TneYEQUNN via @YouTube DISTURBING &amp; UNFAIR PLEASE SHARE  #Covd19 #Coronavirus #Plandemic #FakePandemic #COVID19 #CCPVirus #Corona #WWG1WGA #Q #QAnons,Covd19 Coronavirus Plandemic FakePandemic COVID19 CCPVirus Corona WWG1WGA Q QAnons,en,Sun Jul 12 12:17:08 +0000 2020,1149028897247416320,HeartRN5903,,,,"Texas, USA"
1282288203983020032,"@manukumarjain Please question every Chinese you know, Why they have created this #ChineseVirus? #coronavirus #AmitabhBachchan #Bachchan #AishwaryaRaiBachchan #BoycottChineseProducts #BoycottChina",ChineseVirus coronavirus AmitabhBachchan Bachchan AishwaryaRaiBachchan BoycottChineseProducts BoycottChina,en,Sun Jul 12 12:18:26 +0000 2020,3238170526,Abhishek,,,,India
1282288458724147200,"RT @0ldManStoneZone: #ChinaLiedPeopleDied #ChinaVirus 
Hong Kong is now #China, kinda has been since the British left. 
Just facts people.…",ChinaLiedPeopleDied ChinaVirus China,en,Sun Jul 12 12:19:26 +0000 2020,705465675884707840,Trevor Rosenfels,,,,"Morristown, TN"
1282289705762127873,"#LocalPropaganda
San Antonio health chief steps down, saying city needs to appoint a person of color
https://t.co/ha3BTXrNgB
26 Jun 2020

Bexar County (..) faces an alarming upward trend line of coronavirus

#CoronaVirus #COVID19 #CCPVirus

qt-covid19-news-540 #BorderObserver",LocalPropaganda CoronaVirus COVID19 CCPVirus BorderObserver,en,Sun Jul 12 12:24:24 +0000 2020,865823924805914624,CoVid19 automatic statistics,,,,United States
1282291152746680321,"Austin Public Health to distribute oximeters to high-risk #coronavirus patients
https://t.co/klSpaZVWBP
11 Jun 2020

#QUOTE Pulse oximetry measures the amount of hemoglobin carrying oxygen in the blood.

#WuhanVirus #COVID19 #CCPVirus

qt-covid19-news-613 by #BorderObserver",coronavirus QUOTE WuhanVirus COVID19 CCPVirus BorderObserver,en,Sun Jul 12 12:30:09 +0000 2020,895388295496073221,The Border Observer,,,,"El Paso, TX"
1282292215658582016,RT @exist_cafe2020: The latest update on the coronavirus: 截止目前为止，全球因 #CCPVirus 的死亡人数破56万！ 病毒改变了我们每一个人的生活方式，就像七哥说的...战友们，要安全的活下来不能掉以轻心！只有干掉C…,CCPVirus,zh,Sun Jul 12 12:34:22 +0000 2020,1257394021757939713,敬天愛人,,,,"Los Angeles, CA"
1282292265495527424,"FBI and US Park Police seek protesters who tried to topple statue in Lafayette Square
https://t.co/d1DhaO2s61
25 Jun 2020

#QUOTE The agencies posted photos of 15 people they are asking to be identified, ..

#CoronaVirus #COVID19 #CCPVirus

qt-covid19-news-541 #BorderObserver https://t.co/9hp2UlvGp7",QUOTE CoronaVirus COVID19 CCPVirus BorderObserver,en,Sun Jul 12 12:34:34 +0000 2020,865823924805914624,CoVid19 automatic statistics,,,,United States
1282292694564384769,#ChinaLiedPeopleDied Defected #Chinese virologist blows whistle on Communist Party’s COVID cov...  #ChinaVirus https://t.co/rO9lidBVWk via @YouTube,ChinaLiedPeopleDied Chinese ChinaVirus,en,Sun Jul 12 12:36:16 +0000 2020,2346067225,Bill P,,,,"Ohio, USA"
